20.000000,19.500000,0.000000
20.000000,19.500000,0.000000
20.000000,19.500000,0.000000
20.000000,19.500000,0.000000
20.000000,19.500000,0.000000
20.000000,19.500000,0.000000
20.000000,19.500000,0.000000
20.000000,19.500000,0.000000
20.000000,19.500000,0.000000
20.000000,9.500000,0.000000
10.000000,9.500000,10.000000
10.000000,9.500000,10.000000
10.000000,9.500000,10.000000
10.000000,9.500000,10.000000
10.000000,9.500000,10.000000
10.000000,9.500000,10.000000
10.000000,9.500000,10.000000
10.000000,9.500000,10.000000
